did,rkey,time_us,time_iso,langs,text
did:plc:mqaeawj5uu34s5hqdrer5wdr,3lshftd2hik26,1750881900171361,2025-06-25T20:05:00.171361+00:00,en,"straight up wish crunchy-ass vegans didn't desire all ""burgers"" to look like fucking prision nutraloaf."
did:plc:mqaeawj5uu34s5hqdrer5wdr,3lshfvzro5226,1750881991074736,2025-06-25T20:06:31.074736+00:00,en,"straight up wish crunchy-ass vegans didn't desire all ""burgers"" to look like fucking prison nutraloaf.  Blackbean burgers? fine. Mushroom burgers? Fine. A burger with whole-ass edamame in the center of it? Get out."
did:plc:js6yfyuoohoenjpkvqgdjjng,3lshfxmoxtc2b,1750881998353825,2025-06-25T20:06:38.353825+00:00,en,Potato wedges & fully loaded taco style chick’n wrap made w Butler soy curls… (pre wrapped of course ;) #WhatVegansEat #PlantBased
did:plc:ihzulbpdptgwyofbkn3faitq,3lshg2didsk2c,1750882085376855,2025-06-25T20:08:05.376855+00:00,en,"@lavegannative.bsky.social   Mermaid, the other side was so full.. I wrote your name here!  🐳🐬☺️"
did:plc:hq7ufvr6myk36sjs4hjjr6ey,3lshg2mpadc2t,1750882099853275,2025-06-25T20:08:19.853275+00:00,en,"Did an Indian inspired afternoon tea last weekend. Some of the things I made: - masala potato, pea and paneer puffs - coriander, mint and yogurt and spicy tomato chutney - vegan cream cheese & veggie sandwich - cumin biscuits, thandai biscuits, chickpea crackers, cheese biscuits * cont'd in comments"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshg3tapz22f,1750882133179623,2025-06-25T20:08:53.179623+00:00,en,"""Amazon's clean beauty line delivers eco-friendly skincare with plant-based ingredients & zero harsh chemicals. Perfect for conscious consumers who want safe, effective products delivered straight to their doorstep. #SustainableSkincare #AmazonBeauty"" Kindly read this: cutt.ly/RrRrE1NO"
did:plc:635oka5dziqrbwnglvka75br,3lshg3wny422q,1750882136958266,2025-06-25T20:08:56.958266+00:00,en,"Dreamt the year was 2062. @maureenjohnsonbooks.com was posting recipes on her vegan and pescatarian blog from her apartment in NYC. Today’s children were all grown up and in positions of power, and the world was healing from its mistakes. Me? I was still weird and omnipresent online as well."
did:plc:4g72hsk4s3zvybpm5di373tb,3lshg6qwcuc2h,1750882231375261,2025-06-25T20:10:31.375261+00:00,en,"""Game-changing beauty on a budget: e.l.f. Cosmetics! This eco-friendly brand offers high-quality, cruelty-free products that won't break the bank. From eyeshadow to lip gloss, discover your new faves! #elfcosmetics #sustainablebeauty"" Kindly read this: cutt.ly/RrRrE1NO"
did:plc:pf74e4lo4nrwid76dkeba6jg,3lshg7vchs22h,1750882274306241,2025-06-25T20:11:14.306241+00:00,en,Husbands that get you TWO vegan milkshakes after *his* therapy appointment are 🥵
did:plc:4g72hsk4s3zvybpm5di373tb,3lshgbgf3kk2f,1750882321083358,2025-06-25T20:12:01.083358+00:00,en,"Embracing sustainability, Amazon's skincare line uses eco-friendly packaging and cruelty-free ingredients. Non-greasy formula with extracts from calendula and chamomile soothes and nourishes. Perfect for conscious consumers! #SustainableBeauty #A... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:c4g4af2vrhn6nbnoqosmv65j,3lshgc6ii4s2q,1750882346583331,2025-06-25T20:12:26.583331+00:00,en,'Burger' is hardly a 'traditional meat term' in Ireland. Is anyone doing plant-based drisheen yet? Vegan crubeens?
did:plc:4g72hsk4s3zvybpm5di373tb,3lshgc7ut322f,1750882347753882,2025-06-25T20:12:27.753882+00:00,en,"🌟 Discover #e lf makeup magic that’s affordable & bold! From liquid lipsticks to vibrant face paints, their eco-friendly collection is beautiful & cruelty-free. Perfect for everyday glam without breaking the bank! 💄✨ #beautytips #sustainability Donate Us - pslk.net/amazonlink"
did:plc:yxhs7wahsbwwcyiinenkmzqd,3lshgdavdo22i,1750882385868782,2025-06-25T20:13:05.868782+00:00,en,"Their only 'mistake' was being born male in the #dairy industry. But we can choose peace—with every sip, we have the power to say no more. Try plant milk. It’s simple, and it saves lives. 🕊️🌱 #vegan #veganism #animalabuse #animalcruelty #vegetarian #plantbased #vegans #vegetarians #dairyindustry"
did:plc:w2bq7gk23gqbtwz4tinyhov4,3lshgfkd23z22,1750882459207378,2025-06-25T20:14:19.207378+00:00,en,"listen i am vegan, i love vegan food, i love a vegan substitute for a non-vegan dish. that said do you ever see a vegan recipe and think ""girl you're out of your damn mind have you been skipping your b12 supplements"""
did:plc:4g72hsk4s3zvybpm5di373tb,3lshggu4unc2f,1750882503180609,2025-06-25T20:15:03.180609+00:00,en,"breaking: amazon launches new clean beauty line - zero parabens & synthetics! 🌿 handmade formulas, vegan, & carbon neutral packaging. a game-changer for sustainable skincare! #AmazonClean #SustainableBeauty Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshgguacyk2h,1750882503281852,2025-06-25T20:15:03.281852+00:00,en,"""Amazon's clean beauty boom: From eco-friendly packaging to vegan-friendly formulas, the e-commerce giant is disrupting the $25B beauty industry with its commitment to sustainability & transparency #AmazonCleanBeauty #SustainableBeauty"" Kindly read this: cutt.ly/RrRrE1NO"
did:plc:mntfa52z6a42vhkvvlzkv7t6,3lshgn3ists2n,1750882732876686,2025-06-25T20:18:52.876686+00:00,en,What's the deal with vegans eating imitations of all those foods they say they hate? :/
did:plc:4g72hsk4s3zvybpm5di373tb,3lshgp4cxvc2f,1750882780258966,2025-06-25T20:19:40.258966+00:00,en,"Amazon is expanding its clean beauty offerings with new sustainable and cruelty-free brands! Shop eco-friendly skincare, makeup, and haircare now at amazon.com/explore #CleanBeauty #SustainableFashion Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshgt6l6pc2h,1750882917093360,2025-06-25T20:21:57.093360+00:00,en,"""Revolutionizing beauty on a budget! e.l.f. Cosmetics is a game-changer with cruelty-free, vegan, & affordable products. From eyeshadows to lip glosses, their innovative formulas are making waves in the industry #elfcosmetics #beautyonthabudget"" Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:5m4ke7aurvfwtednacsjhb2t,3lshgubrhps2e,1750882986642399,2025-06-25T20:23:06.642399+00:00,en,"What was on the #vegan plate 23 June?  Lentil, Barley & Oat burger. Seitan slices. Baba Ganoush. Adzuki Bean Dip.  Steamed new potatoes. Parsnip chips. Salad.  #VeganForTheAnimals #ItsEasy2bVegan  #VeganFood #Vegan4Life #SvenskaVeganer #KeepDeathOffThePlate #HomeCooking #Vegansk"
did:plc:5m4ke7aurvfwtednacsjhb2t,3lshgxls7422e,1750883077366340,2025-06-25T20:24:37.366340+00:00,en,What was on the #vegan plate 24 June?  Stir fried tofu and vegetables. Served on chilli noodles. Topped with beansprouts and toasted sesame seeds.  #VeganForTheAnimals #ItsEasy2bVegan  #VeganFood #Vegan4Life #SvenskaVeganer #KeepDeathOffThePlate #HomeCooking #Vegansk
did:plc:4g72hsk4s3zvybpm5di373tb,3lshgy6eerk2f,1750883084505676,2025-06-25T20:24:44.505676+00:00,en,"🌿✨ Amazon's organic beauty drawer is blooming! From 100% vegan skincare to zero-waste floral fragrances, the e-commerce giant is nurturing your finest features with nature's touch. #OrganicBeauty #AmazonSustainability 🔮✨ Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:5m4ke7aurvfwtednacsjhb2t,3lshgz7hje22e,1750883128519646,2025-06-25T20:25:28.519646+00:00,en,"What was on the #vegan plate tonight?  Lentil, Barley & Oat burger, Turmeric rice. Black bean and sweet potato Somalia chilli. Topped with fresh coriander.  #VeganForTheAnimals #ItsEasy2bVegan  #VeganFood #Vegan4Life #SvenskaVeganer #KeepDeathOffThePlate #HomeCooking #Vegansk"
did:plc:t22i3ldzdgdsttwmcffv3ghs,3lshh7s4kak2u,1750883343791484,2025-06-25T20:29:03.791484+00:00,en,I want to be in this gang 💚  #greenwitch #nature #health #healing #animism #vegan #animals #wolf #wolves #peace #love #bethechange
did:plc:t6xwzl35dbbxfzbddmvxubun,3lshhbmrbia2c,1750883401559096,2025-06-25T20:30:01.559096+00:00,en,"Found someone who makes plant-based look easy? The right person won’t try to convert you. They’ll just say, “Try this one.” No agenda. No sales pitch. Just lived experience, offered freely. Follow their lead. Soon, that’s you."
did:plc:4g72hsk4s3zvybpm5di373tb,3lshhbpdsjs2f,1750883404301050,2025-06-25T20:30:04.301050+00:00,en,"Amazon's Clean Beauty collection is revolutionizing eco-friendly skincare, offering 100% natural, cruelty-free products for every skin type. Shop sustainably without compromising on quality! #AmazonCleanBeauty #EcoSkincare Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:c5hqdk7smhaoh2gcpo4x3yon,3lshhcx7ons2r,1750883447972989,2025-06-25T20:30:47.972989+00:00,en,Thekoreanvegan on TT. Thank you!
did:plc:4g72hsk4s3zvybpm5di373tb,3lshhhdstcs2h,1750883593368543,2025-06-25T20:33:13.368543+00:00,en,"""Amazon's Sustainable Skincare Gamechanger: From eco-friendly packaging to plant-based formulas, Amazon's top brands are redefining the beauty industry with a greener, gentler approach #AmazonSustainableSkincare #EcoFriendlyBeauty"" Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshhlujjwk2f,1750883745587545,2025-06-25T20:35:45.587545+00:00,en,"Switching to clean beauty? Look for non-toxic formulas, sustainable packaging, and cruelty-free certifications. Support brands using natural, limited ingredient lists to reduce harmful chemicals in your routine! #CleanBeauty #SustainableBeauty #F... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshhlybxh22h,1750883749190823,2025-06-25T20:35:49.190823+00:00,en,"""Brighten up your day with Essence's game-changing mascara! This budget-friendly fave packs a punch with its volumizing formula, waterproof wear, and cruelty-free credentials. Get the perfect lash look without breaking the bank! #EssenceMascara #BudgetBeaut... Kindly read this: cutt.ly/RrRrE1NO"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshhp42hm22f,1750883853673987,2025-06-25T20:37:33.673987+00:00,en,"Dive into the world of Largo Natural's e.l.f. cosmetics for your ultimate makeup experience! 🌿 From vegan-friendly options to cruelty-free formulations, e.l.f. offers vibrant shades and innovative products. Perfect for everyday glam or special occasions. Sh... Kindly read this: cutt.ly/RrRrE1NO"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshhrtq5tc2h,1750883945766883,2025-06-25T20:39:05.766883+00:00,en,"""Revolutionizing the beauty industry, e.l.f. Cosmetics offers high-quality, cruelty-free products at affordable prices. From eyeshadows to lip glosses, their innovative collection caters to diverse tastes & preferences #eLFCosmetics #CrueltyFreeBeauty #Affo... Kindly read this: cutt.ly/RrRrE1NO"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshht37wb22h,1750883987084448,2025-06-25T20:39:47.084448+00:00,en,"""Game-changer for brows! Amazon's best-selling brow pencil is a must-have for perfect arches. cruelty-free, waterproof & available in 10 shades #BrowGoals #AmazonFaves #BeautyEssentials"" Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshhyq4eq22f,1750884176681310,2025-06-25T20:42:56.681310+00:00,en,"Revolutionizing the art of eyeliner: Our new sustainable, plant-based formula is cruelty-free. Beauty never felt so clean. #EcoBeauty #SustainableFashion Kindly read this: cutt.ly/RrRrE1NO"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshi3itn6c2f,1750884269697915,2025-06-25T20:44:29.697915+00:00,en,"Amazon's new range of sustainable skincare products are revolutionizing the beauty industry by using eco-friendly packaging and cruelty-free ingredients. Perfect for the conscious consumer, these products are not only good for your skin but also for the pla... Kindly read this: cutt.ly/RrRrE1NO"
did:plc:xt5waet2odjc2rxud4wdsesy,3lshi55674c2e,1750884324175198,2025-06-25T20:45:24.175198+00:00,en,🎇 ok not putting it under that post cuz not relevant but i do not understand vegans having a problem with animal byproducts. like cows and pigs are not being slaughtered for the collagen. i think that there would simply be some shifts to pectin were supply to start running low.
did:plc:4g72hsk4s3zvybpm5di373tb,3lshicckoic2f,1750884498074519,2025-06-25T20:48:18.074519+00:00,en,"Amazon sets the bar high with its expanding eco-friendly beauty line—sustainable, cruelty-free products for the conscious consumer. #AmazonBeauty #EcoFriendly #CleanBeauty? Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshigwiorc2f,1750884653177965,2025-06-25T20:50:53.177965+00:00,en,"Amazon's organic beauty line offers eco-friendly, cruelty-free products in one-click convenience. Sustainable skincare for the modern shopper. #AmazonBeauty #EcoFriendlySkincare Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshihbn4zc2h,1750884665253681,2025-06-25T20:51:05.253681+00:00,en,"""Discover the secret to affordable, high-quality beauty! e.l.f. Cosmetics is revolutionizing the industry with innovative products, cruelty-free policies & inclusive shade ranges. Get ready to glow without breaking the bank! #elfcosmetics #afford... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:ernwcaky2fmxcqhywvym4d6c,3lshihvhook2j,1750884685662365,2025-06-25T20:51:25.662365+00:00,en,"Just cooked my second real adult meal besides ramen and eggs and this time it was a bit harder the first time it was just roasted chick pea salad with homemade made dressing this time I made vegan mushroom French dip sandwiches I had to cut & roast potatoes, cook onions, cut and cook mushrooms..."
did:plc:zy6sn6tkic24e6p52g2yh4zn,3lshiikffds2v,1750884709959770,2025-06-25T20:51:49.959770+00:00,en,Watched a video where someone made vegan bacon (cooked and seasoned banana peels)
did:plc:wvz6vzgmzkh3ffkohkke5ffj,3lshijrsevs2z,1750884751558804,2025-06-25T20:52:31.558804+00:00,en,"Leader of Trans-Vegan ‘Ziz’ Cult Faces New Gun, Drug Trafficking Charges nhjournal.com/leader-of-tr...  #cults #religion #religionnewsblog"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshikk44m22h,1750884774573275,2025-06-25T20:52:54.573275+00:00,en,"""Reinventing lashes with every swipe! @EssenceCosmetics' Mascaras are a game-changer for those seeking high-impact, cruelty-free beauty without the hefty price tag. A secret favorite among makeup artists & beauty enthusiasts alike! #EssenceMascar... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshio6qi5k2a,1750884896771263,2025-06-25T20:54:56.771263+00:00,en,"Elevate your beauty routine with clean beauty - free from toxins, cruelty-free, and GREAT for your skin! 💚 #CleanBeauty #SustainableLiving Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lship4wsys2a,1750884928381063,2025-06-25T20:55:28.381063+00:00,en,"Leaping into sustainable skincare, Amazon offers a range of eco-friendly options that reduce waste while delivering incredible results. From biodegradable packaging to cruelty-free formulas, shop Amazon's green beauty line today for a healthier planet and you!... Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshispfwq22h,1750885048371186,2025-06-25T20:57:28.371186+00:00,en,"""Unlock the secrets to eternal youth with Amazon's anti-aging solutions! From retinol creams to plant-based serums, discover the top picks to rejuvenate your skin, boost collagen, and defy time #AmazonAntiAging #BeautyHacks #SkincareEssentials"" Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshixtp3ak2u,1750885220848807,2025-06-25T21:00:20.848807+00:00,en,"""Hydrate like a pro! This cruelty-free facial moisturizer boosts glow while soothing sensitive skin – perfect for everyday use. 🌟 #SkincareRewards #MoisturizeSmart"" Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshiz2psa22u,1750885261750741,2025-06-25T21:01:01.750741+00:00,en,"New to e.l.f. Cosmetics? Their affordable, cruelty-free line is perfect for everyday glam! 💋✨ Check out their flawless foundation & softgels for budget-friendly beauty. 👍 #BeautyHaul #ElfPositivity Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshj4nu3os2h,1750885383158786,2025-06-25T21:03:03.158786+00:00,en,"""Clean beauty is more than just a trend! With 70% of skin care products containing harsh chemicals, switching to natural alternatives can have transformative effects on skin health & the environment. Discover the power of plant-based beauty #Clea... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshj5edbec2h,1750885405863730,2025-06-25T21:03:25.863730+00:00,en,"""Amazon's Organic Beauty Market Boom: Discover the top 5 eco-friendly brands on Amazon, from natural skincare to cruelty-free makeup, and learn how they're changing the game in sustainable beauty #AmazonOrganicBeauty #EcoFriendlyBeauty"" Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:7vs7fbkam6azcbffwietmmgx,3lshja2o2k22a,1750885498677895,2025-06-25T21:04:58.677895+00:00,en,Hear 24 new songs that came out today www.brooklynvegan.com/24-new-songs...
did:plc:4g72hsk4s3zvybpm5di373tb,3lshjbjoh622u,1750885545678466,2025-06-25T21:05:45.678466+00:00,en,"Amazon's organic beauty line is changing the game with natural, cruelty-free products priced under $10. Perfect for everyday use! 💚 #OrganicBeauty #AffordableSkincare Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:ftuvfxhcdlirqeltgkd53gr6,3lshjdf3wt224,1750885607981022,2025-06-25T21:06:47.981022+00:00,en,"It’s hard to describe how much everyone hates Adams for being bad weird - his insistance that he’s vegan while eating fish; his weird statements about crystals, wolves, and Game of Thrones; his idea to have drones hover over drowning people and play a recording of him asking them to remain calm."
did:plc:4g72hsk4s3zvybpm5di373tb,3lshjdgwrn22u,1750885609912255,2025-06-25T21:06:49.912255+00:00,en,"🌱 Beauty’s future is sustainable—meet regenerative beauty! Think conscious skincare that heals both your skin & the planet. From cruelty-free to eco-friendly practices, it's the 2024 trend you can't miss. 💫 #RegenerativeBeauty #SustainableSkincar... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:kq6jfz2rx6vj2snqdix26tft,3lshjcdxiyen2,1750885629661476,2025-06-25T21:07:09.661476+00:00,en,Morning Ritual coffee bar reopens in new downtown Grand Rapids space. The botanical coffee bar reopened with an expanded menu including vegan breakfast sandwiches and twice the space of its previous location […]
did:plc:e3wdhvwl2vfaoesqvbwsvgb7,3lshjfhtavk2i,1750885685475688,2025-06-25T21:08:05.475688+00:00,en,Vegan fudge shop in Brighton! Read more on my blog: tinyurl.com/5pnwyk64
did:plc:4g72hsk4s3zvybpm5di373tb,3lshjgzjdpk2u,1750885730255029,2025-06-25T21:08:50.255029+00:00,en,"e.l.f. cosmetics proves that affordable doesn't mean sacrificing quality. Their trendy, cruelty-free products offer premium results without the hefty price tag. Perfect for savvy shoppers who demand the best! 💅✨ #beautyonabudget #elfcosmetics Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshjjoms422h,1750885820082178,2025-06-25T21:10:20.082178+00:00,en,"""Revolutionizing beauty on a budget! e.l.f. Cosmetics is a game-changer with its affordable, cruelty-free products & inclusive shade range. From eyeshadows to lip glosses, this brand is giving high-end beauty a run for its money! #elfcosmetics #a... Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshjlkzaxs2u,1750885882884499,2025-06-25T21:11:22.884499+00:00,en,"Revolutionizing beauty with nature's secrets: Regenerative skincare harnesses the power of sustainable ingredients to heal and rejuvenate, promoting a cruelty-free future for richer, healthier skin. #RegenerativeBeauty #SustainableSkincare #For... Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshjo7bcfs2u,1750885971096744,2025-06-25T21:12:51.096744+00:00,en,"Your boss wants a unique, SEO-optimized tweet about Amazon's clean beauty launch. Here's what to write: 💄✨ Amazon expands beauty lineup with eco-friendly, cruelty-free products like Tarte’s new clean containingMarchesa makeup for $40. Top your... Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshjpzbnq22u,1750886031851378,2025-06-25T21:13:51.851378+00:00,en,Amazon's latest line of sustainable skincare is revolutionizing the industry with eco-friendly packaging and cruelty-free formulas. Shop now and glow guilt-free! 💚✨ #AmazonSkincare #sustainableLiving Kindly read this: cutt.ly/RrRrE1NO
did:plc:wcwbe7h2qiiy2rclrus2u2r5,3lshjqtsfv22v,1750886060969389,2025-06-25T21:14:20.969389+00:00,en,"@veganboyjosh.bsky.social  bsky.app/profile/abed... Please, my friend, donate if you can and write a quote.🙏💔🫂"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshjwci3ys2h,1750886242758317,2025-06-25T21:17:22.758317+00:00,en,"""Dive into the world of nail polish innovation! From vegan-friendly formulas to color-shifting finishes, the latest trends are redefining beauty standards. What's driving the nail polish revolution? #nailpolish #beautyindustry #sustainability"" Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:ngcogcc6vwdr75y26yn7rgl6,3lshk4yb35227,1750886472915593,2025-06-25T21:21:12.915593+00:00,en,Homemade vegan mac and cheese in the cast iron.
did:plc:4g72hsk4s3zvybpm5di373tb,3lshk6iotvs2u,1750886517675641,2025-06-25T21:21:57.675641+00:00,en,"🎨 Unlock your inner Fluffy McGee with our ultra-plush Vegan Eyebrow Grin™ pencil! Soft, supple, & absolutely no animals were harmed in the making. 🌿💄 #EyebrowGoals #CrueltyFreeBeauty Kindly read this: cutt.ly/RrRrE1NO"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshk6ja5mk2h,1750886518708011,2025-06-25T21:21:58.708011+00:00,en,"""Unrivaled hydration for all skin types! Amazon's new moisturizer, infused with Hyaluronic Acid & Niacinamide, provides long-lasting hydration & reduces fine lines. Dermatologist-tested & cruelty-free. Get glowing skin without breaking the bank! #AmazonMoistur... Donate Us - pslk.net/amazonlink"
did:plc:js6yfyuoohoenjpkvqgdjjng,3lshk7lwfws2b,1750886555100098,2025-06-25T21:22:35.100098+00:00,en,"🥩 The #beef industry has a NASA-like control centre, because people are clueing in & going vegan, & that isn’t good for profits 🤑  So please, think critically before believing humane & sustainable claims. They also have an army of online bots spreading disinformation & fear-mongering re alternatives"
did:plc:kmzvu562ttzbisqzrd5x2dop,3lshkarkwuc2w,1750886594463306,2025-06-25T21:23:14.463306+00:00,en,"Veganism has been shown to be one of the best things you can do to save the planet, animals and your own health. So why are you mad at me?"
did:plc:3ewvev5slfvxrq3hclu4cksl,3lshkgsp4ic24,1750886799776877,2025-06-25T21:26:39.776877+00:00,en,thanks to @brooklynvegan.bsky.social for sharing the new @colatura.bsky.social single & video in the new songs round-up 👍
did:plc:4g72hsk4s3zvybpm5di373tb,3lshkkivxbc2h,1750886921057634,2025-06-25T21:28:41.057634+00:00,en,"""Amazon's beauty game is strong! Did you know their #organic beauty section has over 20,000 products? From natural skincare to eco-friendly makeup, shop cruelty-free and sustainable today! #AmazonBeauty #OrganicBeauty #SustainableLiving"" Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:vqwe3dbficy4qxgb7sbh6zfx,3lshkldcfq22h,1750886948694446,2025-06-25T21:29:08.694446+00:00,en,The only guys that are cute are the vegan total liberationist (or anarchist) ones.
did:plc:j646zpl3q726jae4yydvyeyn,3lshktmgvn227,1750887226874226,2025-06-25T21:33:46.874226+00:00,en,"* Dude I'm Vegan, I don't eat meat. Don't be ridiculous.  * Anyways while I have you here, you wanna go camping? I'm planning a camping trip with my friend and thought I'd invite you  * Since you're new round here"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshkzkku5s2h,1750887425751734,2025-06-25T21:37:05.751734+00:00,en,"""Nail polish innovation is brewing! New formulas prioritize sustainability, cruelty-free practices & long-lasting wear. Which eco-friendly polish brand is leading the charge? #NailPolish #SustainableBeauty #EcoFriendly"" Kindly read this: cutt.ly/RrRrE1NO"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshl7uqgjk2u,1750887637932655,2025-06-25T21:40:37.932655+00:00,en,"Amazon's sustainable skincare lineup is revolutionizing eco-friendly beauty products without compromising on quality or efficacy. From biodegradable packaging to cruelty-free formulas, they're addressing the industry's environmental concerns while delivering t... Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshl7zticc2h,1750887643486423,2025-06-25T21:40:43.486423+00:00,en,"""Revolutionizing lash game! Magnetic eyelashes now a thing! No glue, no fuss. Long-lasting, reusable & cruelty-free. Is the future of beauty here? #magneticeyelashes #beautyinnovation #makeup"" Donate Us - pslk.net/amazonlink"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshlda2g7s2h,1750887750750344,2025-06-25T21:42:30.750344+00:00,en,"""Unlock the power of plant-based beauty! Amazon's organic beauty products are giving skincare and makeup a green makeover. Discover the top natural ingredients and eco-friendly brands making waves in the Amazon beauty market #AmazonOrganicBeaut... Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshletxlh22h,1750887804754936,2025-06-25T21:43:24.754936+00:00,en,"""Unlock affordable luxury with e.l.f. Cosmetics, offering high-end formulas at budget-friendly prices! From vegan eyeshadows to cruelty-free skincare, e.l.f. is redefining the beauty game #elfcosmetics #affordableluxury #crueltyfreebeauty"" Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshlgv2kps2u,1750887873273964,2025-06-25T21:44:33.273964+00:00,en,"""💛 Amazon's clean beauty lineup is taking over! Say goodbye to harsh chemicals and hello to cruelty-free, eco-friendly skincare and makeup. Shop now for healthy, sustainable beauty 💅🌿#AmazonCleanBeauty #SustainableSkincare"" Cheap & High Quality Makeup: cutt.ly/FrRrWxtI"
did:plc:zp5mjqqisdgqh7jn63fxydwt,3lshlku7hsc2h,1750888008115480,2025-06-25T21:46:48.115480+00:00,en,Gary Yourofsky’s first speech 🎤 in a decade 😨  Yourofsky gave ‘the greatest speech you’ll ever hear’ on YouTube and influenced a shift in what many people eat and wear around the world.  Great to see him back in action!!  #Veganism #Vegan #AnimalRights  youtu.be/5ENfdOs9q_c?...
did:plc:4g72hsk4s3zvybpm5di373tb,3lshlm3hqxs2h,1750888047410097,2025-06-25T21:47:27.410097+00:00,en,"""Unlock radiant skin! The latest skincare trends are all about harnessing the power of plants. From Turmeric's anti-inflammatory properties to Green Tea's antioxidant boost, discover the top 5 plant-based skincare ingredients to supercharge you... Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:dazpm5logm7yn35vrvz6fflx,3lshlncxfzq2n,1750888089072720,2025-06-25T21:48:09.072720+00:00,en,Killing isn't personal—until you're the victim.   #vegan
did:plc:4g72hsk4s3zvybpm5di373tb,3lshlnlcgg22h,1750888097618862,2025-06-25T21:48:17.618862+00:00,en,"""Matte lipstick trend: Why innovation in formula & eco-friendliness is the future. From plant-based ingredients to cruelty-free certifications, the game-changing brands making a dent in the beauty industry. #MatteLipstick #SustainableBeauty"" Kindly read this: cutt.ly/RrRrE1NO"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshlp5grbs2u,1750888150091990,2025-06-25T21:49:10.091990+00:00,en,"Introducing Amazon's sustainable skincare range, crafted with eco-friendly packaging and cruelty-free ingredients for a healthier planet and you! 🌍🧼 #SustainableBeauty #AmazonSkincare Best Selling Make-up Products: cutt.ly/1rRrEQVF"
did:plc:4g72hsk4s3zvybpm5di373tb,3lshluhfajs2u,1750888328361483,2025-06-25T21:52:08.361483+00:00,en,"🌿 Amazon’s new plant-based skincare line sets a new standard in sustainability! 💚 Zero plastic packaging, renewable ingredients, and reduced carbon footprint. A green revolution for your beauty routine! #SustainableBeauty #EcoFriendly✨ Kindly read this: cutt.ly/RrRrE1NO"
